Name,Year,Age,AgeDif,Tm,Lg,Lev,Aff,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB
Cade Harris,2017,20,-0.7,Oklahoma,B12,NCAA,,38,123,86,19,23,3,1,2,13,3,0,31,23,0.267,0.454,0.395,0.849,34,,0,4,2,0
Cade Harris,2018,21,0.3,Oklahoma,B12,NCAA,,63,311,237,63,65,23,3,5,32,11,4,66,67,0.274,0.44,0.46,0.9,109,,5,2,1,1
Luke Reynolds,2015,20,-0.5,Mississippi State,SEC,NCAA,,35,114,92,15,28,6,0,0,12,0,0,21,22,0.304,0.439,0.37,0.808,34,,1,0,0,1
Luke Reynolds,2018,23,2.1,Southern Mississippi,CUSA,NCAA,,62,296,216,70,84,20,1,15,61,8,1,65,52,0.389,0.551,0.699,1.25,151,,14,0,1,0
Nick Dalesandro,2016,19,-1.7,Purdue,BTen,NCAA,,54,217,196,11,54,7,1,0,26,2,1,14,46,0.276,0.329,0.321,0.65,63,,3,1,3,0
Nick Dalesandro,2017,20,-0.7,Purdue,BTen,NCAA,,56,243,212,38,63,8,1,3,42,12,1,20,40,0.297,0.357,0.387,0.744,82,,3,2,6,2
Nick Dalesandro,2018,21,0.2,Purdue,BTen,NCAA,,59,262,219,44,65,15,1,2,34,27,3,37,31,0.297,0.4,0.402,0.802,88,,2,2,2,0
Grant Williams,2013,21,0.7,Kent State,MAC,NCAA,,15,,,,,,,,,,,,,,,,,,,,,,
Carson Shaddy,2015,20,-0.5,Arkansas,SEC,NCAA,,44,103,89,15,30,5,1,3,19,1,1,9,26,0.337,0.427,0.517,0.944,46,,5,0,0,0
Carson Shaddy,2016,21,0.4,Arkansas,SEC,NCAA,,54,240,211,41,70,12,2,8,35,5,4,23,52,0.332,0.4,0.521,0.921,110,,3,0,3,1
Carson Shaddy,2017,22,1.3,Arkansas,SEC,NCAA,,62,264,222,48,62,10,2,8,40,6,5,26,61,0.279,0.383,0.45,0.833,100,,13,0,3,2
Carson Shaddy,2018,23,2.3,Arkansas,SEC,NCAA,,59,241,197,45,65,12,2,13,55,4,2,27,63,0.33,0.426,0.609,1.035,120,,9,4,4,2
Chandler Taylor,2016,20,-0.6,Alabama,SEC,NCAA,,56,242,197,28,54,8,3,9,33,7,1,40,75,0.274,0.409,0.482,0.891,95,,5,0,0,2
Chandler Taylor,2017,21,0.3,Alabama,SEC,NCAA,,54,227,188,39,53,10,1,16,34,7,4,32,69,0.282,0.383,0.601,0.984,113,,2,0,5,2
Chandler Taylor,2018,22,1.3,Alabama,SEC,NCAA,,47,209,166,34,37,7,1,13,35,4,2,38,54,0.223,0.373,0.512,0.885,85,,3,0,2,2
Deacon Liput,2016,20,-0.6,Florida,SEC,NCAA,,68,281,241,39,65,14,4,3,36,13,4,34,44,0.27,0.363,0.398,0.762,96,,2,3,1,1
Deacon Liput,2017,21,0.3,Florida,SEC,NCAA,,70,295,255,32,58,9,2,3,37,12,7,32,67,0.227,0.313,0.314,0.626,80,,1,4,3,2
Deacon Liput,2018,22,1.3,Florida,SEC,NCAA,,56,266,228,48,65,15,1,9,38,11,6,31,49,0.285,0.375,0.478,0.853,109,,3,2,2,0
Adley Rutschman,2017,19,-1.3,Oregon State,P12,NCAA,,61,247,209,38,49,7,1,2,33,5,0,27,39,0.234,0.322,0.306,0.629,64,,3,2,6,1
Adley Rutschman,2018,20,-0.4,Oregon State,P12,NCAA,,67,308,250,56,102,22,3,9,83,1,2,53,40,0.408,0.505,0.628,1.133,157,,0,1,4,2
Adley Rutschman,2019,21,0.5,Oregon State,P12,NCAA,,57,266,185,57,76,10,1,17,58,0,2,76,38,0.411,0.575,0.751,1.327,139,,1,0,4,26
JJ Bleday,2017,19,-1.7,Vanderbilt,SEC,NCAA,,51,198,164,23,42,8,0,2,22,0,2,34,26,0.256,0.384,0.341,0.725,56,,0,0,0,0
JJ Bleday,2018,20,-0.7,Vanderbilt,SEC,NCAA,,39,166,133,26,49,5,1,4,15,2,1,31,23,0.368,0.494,0.511,1.005,68,,2,0,0,3
JJ Bleday,2019,21,0.3,Vanderbilt,SEC,NCAA,,71,347,274,82,95,14,1,27,72,1,1,61,58,0.347,0.465,0.701,1.166,192,,5,1,6,6
Josh Jung,2017,19,-1.7,Texas Tech,B12,NCAA,,62,289,245,55,75,14,2,6,43,2,1,36,45,0.306,0.395,0.453,0.848,111,,2,3,3,0
Josh Jung,2018,20,-0.7,Texas Tech,B12,NCAA,,65,316,263,69,103,17,6,12,80,4,6,39,32,0.392,0.491,0.639,1.129,168,,13,0,1,1
Josh Jung,2019,21,0.1,Texas Tech,B12,NCAA,,64,302,239,65,82,23,1,15,58,1,1,53,43,0.343,0.474,0.636,1.109,152,,8,0,2,8
Shea Langeliers,2017,19,-1.7,Baylor,B12,NCAA,,55,243,211,43,66,14,2,10,38,1,3,24,37,0.313,0.388,0.54,0.928,114,,3,3,2,1
Shea Langeliers,2018,20,-0.7,Baylor,B12,NCAA,,58,268,226,49,57,18,2,11,44,4,1,35,45,0.252,0.351,0.496,0.846,112,,2,0,5,0
Shea Langeliers,2019,21,0.1,Baylor,B12,NCAA,,44,207,185,33,57,9,1,10,42,4,2,18,29,0.308,0.374,0.53,0.904,98,,2,1,1,0
Hunter Bishop,2017,19,-1.3,Arizona State,P12,NCAA,,51,172,154,27,46,5,4,5,25,4,0,15,45,0.299,0.36,0.481,0.841,74,,1,0,2,3
Hunter Bishop,2018,20,-0.4,Arizona State,P12,NCAA,,49,165,140,22,35,5,1,5,26,4,4,18,50,0.25,0.352,0.407,0.759,57,,4,3,0,2
Hunter Bishop,2019,21,0.5,Arizona State,P12,NCAA,,57,280,222,67,76,16,4,22,63,12,7,50,61,0.342,0.479,0.748,1.226,166,,8,0,0,9
Bryson Stott,2017,19,-1.8,Nevada-Las Vegas,MWC,NCAA,,54,237,214,31,63,11,2,1,29,4,2,22,24,0.294,0.359,0.379,0.737,81,,0,0,1,1
Bryson Stott,2018,20,-0.6,Nevada-Las Vegas,MWC,NCAA,,59,294,252,61,92,30,3,4,32,14,2,32,18,0.365,0.442,0.556,0.997,140,,5,2,3,2
Bryson Stott,2019,21,0.2,Nevada-Las Vegas,MWC,NCAA,,58,281,222,65,79,20,2,10,36,16,4,55,39,0.356,0.486,0.599,1.085,133,,2,1,1,16
Will Wilson,2017,18,-2.6,NC State,ACC,NCAA,,61,273,240,41,72,21,2,8,48,2,2,25,50,0.3,0.377,0.504,0.881,121,,6,0,2,0
Will Wilson,2018,19,-1.5,NC State,ACC,NCAA,,59,272,238,50,73,16,3,15,53,1,1,27,41,0.307,0.376,0.588,0.965,140,,2,1,4,0
Will Wilson,2019,20,-0.5,NC State,ACC,NCAA,,55,261,221,55,75,20,2,16,57,1,0,33,46,0.339,0.429,0.665,1.094,147,,4,0,3,0
Braden Shewmake,2017,19,-1.7,Texas A&M,SEC,NCAA,,64,297,274,47,90,18,2,11,69,11,5,15,31,0.328,0.374,0.529,0.903,145,,6,0,2,1
Braden Shewmake,2018,20,-0.7,Texas A&M,SEC,NCAA,,61,277,245,43,80,8,4,5,45,12,0,21,22,0.327,0.395,0.453,0.848,111,,8,1,2,5
Braden Shewmake,2019,21,0.3,Texas A&M,SEC,NCAA,,63,286,249,45,78,14,4,6,47,9,3,25,27,0.313,0.374,0.474,0.848,118,,4,0,8,7
Michael Toglia,2017,18,-2.3,UCLA,P12,NCAA,,56,213,176,33,46,11,2,8,33,1,0,33,49,0.261,0.382,0.483,0.865,85,,2,1,1,0
Michael Toglia,2018,19,-1.4,UCLA,P12,NCAA,,59,283,226,51,76,24,0,11,58,5,1,48,60,0.336,0.449,0.588,1.037,133,,3,0,6,5
Michael Toglia,2019,20,-0.5,UCLA,P12,NCAA,,63,278,242,50,76,16,4,17,65,1,3,30,65,0.314,0.392,0.624,1.016,151,,3,0,3,2
Kody Hoese,2017,19,-1.7,Tulane,Amer,NCAA,,44,139,122,14,26,6,1,0,10,1,3,13,25,0.213,0.287,0.279,0.565,34,,0,3,1,0
Kody Hoese,2018,20,-0.9,Tulane,Amer,NCAA,,58,262,223,34,65,13,2,5,34,4,1,21,33,0.291,0.368,0.435,0.803,97,,9,4,5,3
Kody Hoese,2019,21,0,Tulane,Amer,NCAA,,58,286,235,72,92,20,1,23,61,4,1,39,34,0.391,0.486,0.779,1.265,183,,8,0,4,6
Logan Davidson,2017,19,-1.6,Clemson,ACC,NCAA,,63,293,241,56,69,9,0,12,41,10,3,42,53,0.286,0.388,0.473,0.861,114,,2,2,6,1
Logan Davidson,2018,20,-0.5,Clemson,ACC,NCAA,,63,301,250,60,73,18,0,15,46,10,3,43,68,0.292,0.408,0.544,0.952,136,,6,2,0,0
Logan Davidson,2019,21,0.5,Clemson,ACC,NCAA,,61,294,237,55,69,18,2,15,55,17,3,45,61,0.291,0.412,0.574,0.985,136,,7,0,5,2
Michael Busch,2017,19,-1.6,North Carolina,ACC,NCAA,,55,168,135,21,29,8,0,3,22,2,2,27,32,0.215,0.349,0.341,0.69,46,,2,2,2,0
Michael Busch,2018,20,-0.5,North Carolina,ACC,NCAA,,64,310,240,70,76,10,0,13,63,8,1,55,30,0.317,0.465,0.521,0.985,125,,13,0,2,4
Michael Busch,2019,21,0.5,North Carolina,ACC,NCAA,,65,312,243,78,69,14,1,16,57,4,5,61,39,0.284,0.436,0.547,0.983,133,,6,0,2,6
Cam Cannon,2017,19,-1.3,Arizona,P12,NCAA,,35,103,84,16,23,4,1,0,7,0,2,9,9,0.274,0.384,0.345,0.729,29,,6,4,0,0
Cam Cannon,2018,20,-0.4,Arizona,P12,NCAA,,56,263,215,59,69,21,2,8,50,7,3,37,22,0.321,0.427,0.549,0.976,118,,5,3,3,1
Cam Cannon,2019,21,0.5,Arizona,P12,NCAA,,56,278,232,71,92,29,3,8,56,0,1,35,29,0.397,0.478,0.651,1.129,151,,6,0,5,3
Brady McConnell,2018,20,-0.7,Florida,SEC,NCAA,,9,22,22,2,3,0,0,1,2,1,2,0,9,0.136,0.136,0.273,0.409,6,,0,0,0,0
Brady McConnell,2019,21,0.3,Florida,SEC,NCAA,,59,254,229,51,76,11,0,15,48,6,2,17,57,0.332,0.385,0.576,0.961,132,,4,2,2,0
Nick Quintana,2017,19,-1.3,Arizona,P12,NCAA,,58,251,208,42,61,17,1,6,38,2,2,33,54,0.293,0.394,0.471,0.865,98,,4,2,4,1
Nick Quintana,2018,20,-0.4,Arizona,P12,NCAA,,56,254,211,49,66,17,0,14,55,0,0,32,47,0.313,0.413,0.592,1.005,125,,6,2,3,2
Nick Quintana,2019,21,0.5,Arizona,P12,NCAA,,56,276,222,65,76,18,0,15,77,3,0,45,54,0.342,0.462,0.626,1.088,139,,6,1,2,3
Logan Wyatt,2017,19,-1.6,Louisville,ACC,NCAA,,18,22,18,4,3,1,0,0,4,0,0,3,6,0.167,0.273,0.222,0.495,4,,0,0,1,0
Logan Wyatt,2018,20,-0.5,Louisville,ACC,NCAA,,64,300,230,51,78,22,1,6,69,1,1,63,37,0.339,0.49,0.522,1.012,120,,6,0,1,1
Logan Wyatt,2019,21,0.5,Louisville,ACC,NCAA,,69,326,247,72,70,12,1,9,53,8,0,69,48,0.283,0.445,0.449,0.894,111,,6,0,4,7
Matt Gorski,2017,19,-1.7,Indiana,BTen,NCAA,,51,199,170,28,49,5,1,4,22,15,3,15,35,0.288,0.348,0.4,0.748,68,,1,12,1,0
Matt Gorski,2018,20,-0.8,Indiana,BTen,NCAA,,59,252,222,41,79,14,3,8,40,24,3,18,37,0.356,0.404,0.554,0.958,123,,2,7,3,0
Matt Gorski,2019,21,0.2,Indiana,BTen,NCAA,,55,262,225,58,61,13,1,12,46,18,3,37,62,0.271,0.374,0.498,0.872,112,,0,0,0,2
Beau Philip,2019,20,-0.5,Oregon State,P12,NCAA,,44,201,177,32,55,14,1,5,31,6,3,17,36,0.311,0.369,0.486,0.855,86,,1,3,3,5
Aaron Schunk,2017,19,-1.7,Georgia,SEC,NCAA,,37,139,131,14,38,6,1,1,18,1,0,5,25,0.29,0.319,0.374,0.693,49,,1,1,1,0
Aaron Schunk,2018,20,-0.7,Georgia,SEC,NCAA,,60,267,241,46,72,12,3,3,38,5,1,11,28,0.299,0.34,0.411,0.75,99,,7,2,6,0
Aaron Schunk,2019,21,0.3,Georgia,SEC,NCAA,,57,252,230,49,78,11,2,15,58,3,1,14,29,0.339,0.373,0.6,0.973,138,,2,0,6,0
Chase Strumpf,2017,19,-1.3,UCLA,P12,NCAA,,55,221,188,23,45,9,0,7,30,2,1,21,45,0.239,0.315,0.399,0.714,75,,2,5,5,1
Chase Strumpf,2018,20,-0.4,UCLA,P12,NCAA,,58,280,226,59,82,23,1,12,53,2,1,45,53,0.363,0.475,0.633,1.108,143,,6,0,3,2
Chase Strumpf,2019,21,0.5,UCLA,P12,NCAA,,63,291,233,53,65,14,2,9,44,3,0,48,64,0.279,0.416,0.472,0.888,110,,8,0,2,4
Josh Smith,2017,19,-1.7,Louisiana State,SEC,NCAA,,72,310,242,52,68,16,0,5,48,5,2,39,33,0.281,0.407,0.409,0.816,99,,17,5,7,2
Josh Smith,2018,20,-0.7,Louisiana State,SEC,NCAA,,6,23,16,3,4,0,0,2,5,0,0,4,3,0.25,0.435,0.625,1.06,10,,2,0,1,0
Josh Smith,2019,21,0.3,Louisiana State,SEC,NCAA,,65,300,257,72,89,17,2,9,41,20,4,28,44,0.346,0.433,0.533,0.966,137,,13,0,2,4
