Name,Year,Age,AgeDif,Tm,Lg,Lev,Aff,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB
Billy Cooke,2016,20,-0.8,Coastal Carolina,BigS,NCAA,,72,296,238,47,77,16,0,3,36,27,7,31,38,0.324,0.415,0.429,0.843,102,,9,14,4,0
Billy Cooke,2017,21,0.1,Coastal Carolina,SBC,NCAA,,56,271,201,52,71,15,1,10,37,21,6,38,30,0.353,0.479,0.587,1.066,118,,16,10,6,1
Kacy Clemens,2014,19,-1.8,Texas,B12,NCAA,,65,254,208,20,44,4,0,1,21,0,0,37,50,0.212,0.331,0.245,0.576,51,,0,9,0,0
Kacy Clemens,2015,20,-0.9,Texas,B12,NCAA,,30,63,49,4,10,0,0,0,0,0,0,9,12,0.204,0.339,0.204,0.543,10,,1,4,0,0
Kacy Clemens,2016,21,0.3,Texas,B12,NCAA,,57,232,185,40,56,14,1,5,31,0,1,35,40,0.303,0.418,0.47,0.888,87,,3,7,2,1
Kacy Clemens,2017,22,1.3,Texas,B12,NCAA,,62,268,220,48,67,14,0,12,49,10,1,40,50,0.305,0.414,0.532,0.946,117,,4,0,4,1
Rylan Bannon,2015,19,-1.7,Xavier,BigE,NCAA,,51,193,165,15,32,5,0,0,11,4,0,17,36,0.194,0.284,0.224,0.508,37,,5,3,3,0
Rylan Bannon,2016,20,-0.9,Xavier,BigE,NCAA,,60,250,205,35,56,17,0,8,32,7,5,34,39,0.273,0.39,0.473,0.863,97,,6,4,1,0
Rylan Bannon,2017,21,0.1,Xavier,BigE,NCAA,,61,274,221,45,75,14,3,15,50,17,1,38,46,0.339,0.449,0.633,1.082,140,,10,0,5,0
Mark Contreras,2014,19,-2,UC Riverside,BigW,NCAA,,19,35,27,5,4,0,0,0,2,4,0,3,10,0.148,0.303,0.148,0.451,4,,3,2,0,0
Mark Contreras,2015,20,-0.8,UC Riverside,BigW,NCAA,,51,189,169,24,48,10,1,0,23,5,4,9,48,0.284,0.339,0.355,0.694,60,,6,3,2,2
Mark Contreras,2016,21,0.4,UC Riverside,BigW,NCAA,,55,228,193,32,64,14,1,1,24,9,5,22,39,0.332,0.407,0.43,0.837,83,,4,7,2,1
Mark Contreras,2017,22,1.2,UC Riverside,BigW,NCAA,,42,193,172,25,63,11,8,2,22,7,3,17,30,0.366,0.427,0.558,0.985,96,,2,1,1,4
Riley Delgado,2016,21,0.1,Middle Tennessee State,CUSA,NCAA,,55,256,206,38,80,10,0,0,18,4,3,34,12,0.388,0.492,0.437,0.929,90,,10,4,2,2
Riley Delgado,2017,22,1,Middle Tennessee State,CUSA,NCAA,,55,268,233,41,82,15,1,3,33,0,1,23,19,0.352,0.427,0.464,0.89,108,,9,1,2,1
Camden Duzenack,2014,19,-1.8,Dallas Baptist,MVC,NCAA,,45,191,165,28,53,14,2,0,27,6,3,13,25,0.321,0.383,0.43,0.813,71,,4,8,1,0
Camden Duzenack,2015,20,-0.8,Dallas Baptist,MVC,NCAA,,61,292,241,52,69,14,0,4,39,9,1,21,19,0.286,0.379,0.394,0.773,95,,16,12,2,1
Camden Duzenack,2016,21,0.2,Dallas Baptist,MVC,NCAA,,48,206,175,40,50,7,1,6,35,6,2,14,23,0.286,0.345,0.44,0.785,77,,6,3,8,0
Camden Duzenack,2017,22,1.2,Dallas Baptist,MVC,NCAA,,63,273,227,55,63,13,2,15,49,4,5,26,42,0.278,0.384,0.551,0.935,125,,14,5,1,0
Jack Zoellner,2014,19,-1.5,New Mexico,MWC,NCAA,,51,163,133,29,40,8,1,2,15,0,0,24,30,0.301,0.416,0.421,0.837,56,,3,2,1,1
Jack Zoellner,2015,20,-0.4,New Mexico,MWC,NCAA,,51,209,176,49,62,18,2,4,33,0,1,29,41,0.352,0.447,0.545,0.993,96,,2,1,1,0
Jack Zoellner,2016,21,0.6,New Mexico,MWC,NCAA,,59,270,231,49,71,16,1,8,47,2,3,27,54,0.307,0.378,0.489,0.867,113,,3,3,6,1
Jack Zoellner,2017,22,1.2,New Mexico,MWC,NCAA,,50,236,193,50,71,19,1,12,56,5,1,37,26,0.368,0.47,0.663,1.134,128,,3,0,3,3
Dallas Carroll,2013,19,-1.4,Utah,P12,NCAA,,28,125,103,15,29,3,2,0,12,7,2,11,14,0.282,0.361,0.35,0.711,36,,3,6,2,0
Dallas Carroll,2014,20,-0.5,Utah,P12,NCAA,,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,0
Dallas Carroll,2015,21,0.5,Utah,P12,NCAA,,53,237,187,26,53,6,0,1,33,16,10,28,22,0.283,0.407,0.332,0.738,62,,13,6,3,3
Dallas Carroll,2016,22,1.4,Utah,P12,NCAA,,55,251,204,34,60,8,2,7,32,10,8,27,23,0.294,0.409,0.456,0.865,93,,14,4,2,2
Dallas Carroll,2017,23,2.7,Utah,P12,NCAA,,51,243,198,43,73,17,3,7,52,12,2,35,19,0.369,0.465,0.591,1.056,117,,5,0,5,4
Sean Bouchard,2015,19,-1.5,UCLA,P12,NCAA,,37,111,92,9,22,4,1,2,9,4,0,16,30,0.239,0.352,0.37,0.721,34,,0,3,0,0
Sean Bouchard,2016,20,-0.6,UCLA,P12,NCAA,,43,176,156,23,46,8,4,2,36,3,1,14,39,0.295,0.354,0.436,0.79,68,,2,1,3,0
Sean Bouchard,2017,21,0.7,UCLA,P12,NCAA,,57,260,216,39,66,16,2,9,43,3,1,26,47,0.306,0.396,0.523,0.919,113,,11,0,7,6
Michael Papierski,2015,19,-1.5,Louisiana State,SEC,NCAA,,32,64,42,8,9,2,0,1,10,1,0,16,7,0.214,0.426,0.333,0.76,14,,1,3,2,0
Michael Papierski,2016,20,-0.6,Louisiana State,SEC,NCAA,,50,157,124,16,30,9,0,3,20,1,1,20,21,0.242,0.358,0.387,0.745,48,,4,6,3,0
Michael Papierski,2017,21,0.3,Louisiana State,SEC,NCAA,,65,230,176,37,45,6,0,11,39,4,0,40,49,0.256,0.401,0.477,0.878,84,,4,8,2,0
Luke Burch,2013,19,-1.4,Ashland,GLIC,NCAA,,25,56,50,11,19,1,0,0,10,7,0,3,10,0.38,0.426,0.4,0.826,20,,1,2,0,0
Luke Burch,2015,21,0.2,Kent State,MAC,NCAA,,26,129,111,28,40,5,2,0,8,17,8,16,25,0.36,0.442,0.441,0.883,49,,1,0,1,0
Luke Burch,2016,22,1.2,Kent State,MAC,NCAA,,58,275,235,50,84,12,4,2,37,22,6,29,42,0.357,0.423,0.468,0.891,110,,0,8,3,1
Luke Burch,2017,23,2.1,Kent State,MAC,NCAA,,54,263,223,53,78,15,2,4,25,13,10,34,40,0.35,0.441,0.489,0.929,109,,3,2,1,0
T.J. Nichting,2014,19,-1.6,UNC Charlotte,CUSA,NCAA,,51,212,198,19,56,13,2,1,17,0,3,10,25,0.283,0.321,0.384,0.705,76,,2,0,2,0
T.J. Nichting,2015,20,-0.9,UNC Charlotte,CUSA,NCAA,,48,205,192,20,38,16,0,0,19,1,1,9,20,0.198,0.236,0.281,0.518,54,,1,2,1,1
T.J. Nichting,2016,21,0.1,UNC Charlotte,CUSA,NCAA,,55,242,229,34,82,22,1,3,33,2,1,12,19,0.358,0.388,0.502,0.891,115,,0,0,1,4
T.J. Nichting,2017,22,1,UNC Charlotte,CUSA,NCAA,,58,273,244,60,91,15,4,5,49,16,4,17,22,0.373,0.411,0.529,0.94,129,,3,3,6,9
Tanner Gardner,2015,19,-1.9,Texas Tech,B12,NCAA,,45,145,130,21,31,8,1,3,11,6,1,13,20,0.238,0.308,0.385,0.692,50,,0,2,0,0
Tanner Gardner,2016,20,-0.7,Texas Tech,B12,NCAA,,64,281,233,54,88,19,6,3,35,6,3,40,32,0.378,0.478,0.549,1.028,128,,5,3,0,2
Tanner Gardner,2017,21,0.3,Texas Tech,B12,NCAA,,54,236,200,38,61,17,2,5,33,6,0,26,31,0.305,0.395,0.485,0.88,97,,5,3,2,3
Chris Carrier,2014,19,-1.6,Memphis,Amer,NCAA,,18,37,32,3,5,1,0,0,3,0,1,5,11,0.156,0.27,0.188,0.458,6,,0,0,0,0
Chris Carrier,2015,20,-0.6,Memphis,Amer,NCAA,,37,153,134,19,34,7,1,5,24,6,1,9,31,0.254,0.325,0.433,0.757,58,,6,2,2,0
Chris Carrier,2016,21,0.4,Memphis,Amer,NCAA,,60,240,214,45,60,16,3,6,38,15,1,10,48,0.28,0.351,0.467,0.819,100,,14,1,1,1
Chris Carrier,2017,22,1.3,Memphis,Amer,NCAA,,56,252,206,44,68,16,0,16,50,10,3,30,40,0.33,0.438,0.641,1.079,132,,12,1,3,4
Jack Meggs,2014,19,-1.5,Washington,P12,NCAA,,50,88,69,13,13,3,0,0,8,0,3,10,7,0.188,0.305,0.232,0.537,16,,2,6,1,0
Jack Meggs,2015,20,-0.5,Washington,P12,NCAA,,54,243,206,28,50,8,0,1,18,3,2,18,32,0.243,0.319,0.296,0.615,61,,5,14,0,0
Jack Meggs,2016,21,0.4,Washington,P12,NCAA,,56,266,217,29,59,8,0,2,22,1,4,17,27,0.272,0.342,0.336,0.678,73,,7,23,2,1
Jack Meggs,2017,22,1.7,Washington,P12,NCAA,,52,237,200,40,53,15,1,3,18,7,6,23,38,0.265,0.355,0.395,0.75,79,,6,6,2,1
Austin Bernard,2015,19,-1.5,Pepperdine,WCC,NCAA,,6,6,5,1,1,0,0,0,0,0,0,1,2,0.2,0.333,0.2,0.533,1,,0,0,0,0
Austin Bernard,2016,20,-0.7,Pepperdine,WCC,NCAA,,15,52,44,5,7,2,0,0,5,0,0,6,16,0.159,0.255,0.205,0.459,9,,0,1,1,0
Austin Bernard,2017,21,0.3,Pepperdine,WCC,NCAA,,16,55,47,7,11,2,0,0,7,0,0,6,9,0.234,0.345,0.277,0.622,13,,2,0,0,0
Garrett McCain,2015,19,-1.9,Oklahoma State,B12,NCAA,,30,96,72,18,23,3,1,0,13,7,0,11,17,0.319,0.467,0.389,0.856,28,,9,4,0,0
Garrett McCain,2016,20,-0.7,Oklahoma State,B12,NCAA,,43,99,74,22,15,3,0,0,6,11,2,17,18,0.203,0.385,0.243,0.629,18,,5,3,0,1
Garrett McCain,2017,21,0.3,Oklahoma State,B12,NCAA,,57,276,224,53,87,14,5,4,43,19,1,29,33,0.388,0.491,0.549,1.04,123,,18,3,2,0
Rob Calabrese,2015,19,-2,Illinois-Chicago,Horz,NCAA,,33,98,82,11,19,3,0,0,6,0,0,15,13,0.232,0.357,0.268,0.625,22,,1,0,0,0
Rob Calabrese,2016,20,-0.8,Illinois-Chicago,Horz,NCAA,,33,107,88,13,19,0,2,2,20,4,0,11,14,0.216,0.314,0.33,0.644,29,,3,2,3,1
Rob Calabrese,2017,21,0,Illinois-Chicago,Horz,NCAA,,56,243,204,45,72,23,0,8,53,3,3,20,26,0.353,0.425,0.583,1.008,119,,10,3,6,0
Zach Reks,2013,19,-1.5,Air Force,MWC,NCAA,,37,105,100,10,21,5,1,0,8,2,1,2,18,0.21,0.231,0.28,0.511,28,,1,1,1,0
Zach Reks,2016,22,1.4,Kentucky,SEC,NCAA,,53,189,154,27,51,5,0,7,22,3,2,22,20,0.331,0.425,0.5,0.925,77,,4,8,1,1
Zach Reks,2017,23,2.3,Kentucky,SEC,NCAA,,65,304,244,44,86,16,2,3,44,15,3,42,26,0.352,0.461,0.471,0.933,115,,9,7,2,0
Jordan Wren,2014,19,-1.6,Samford,SoCo,NCAA,,34,54,47,5,6,2,0,0,2,0,1,6,13,0.128,0.241,0.17,0.411,8,,1,0,0,0
Jordan Wren,2016,21,0.3,Georgia Southern,SBC,NCAA,,55,215,193,29,55,3,3,3,33,10,5,11,38,0.285,0.35,0.378,0.729,73,,9,1,1,1
Jordan Wren,2017,22,1.1,Georgia Southern,SBC,NCAA,,55,235,194,24,52,13,3,6,42,5,3,26,61,0.268,0.383,0.459,0.842,89,,12,0,3,0
Jesse Berardi,2015,19,-1.7,St. John's,BigE,NCAA,,43,86,65,8,13,1,0,0,14,1,2,11,12,0.2,0.321,0.215,0.536,14,,2,5,3,0
Jesse Berardi,2016,20,-0.9,St. John's,BigE,NCAA,,53,223,188,44,57,7,4,5,40,6,1,25,25,0.303,0.394,0.463,0.856,87,,5,2,3,1
Jesse Berardi,2017,21,0.1,St. John's,BigE,NCAA,,55,274,225,47,80,10,1,4,47,12,3,38,35,0.356,0.456,0.462,0.918,104,,5,4,2,3
Joey Bart,2016,19,-1.5,Georgia Tech,ACC,NCAA,,43,174,157,24,47,10,0,1,31,0,1,8,34,0.299,0.351,0.382,0.733,60,,6,0,3,0
Joey Bart,2017,20,-0.6,Georgia Tech,ACC,NCAA,,44,208,186,36,55,13,0,13,43,4,0,16,50,0.296,0.37,0.575,0.945,107,,6,0,0,1
Joey Bart,2018,21,0.5,Georgia Tech,ACC,NCAA,,57,272,220,55,79,12,0,16,38,3,0,41,56,0.359,0.471,0.632,1.102,139,,8,0,3,6
Alec Bohm,2016,19,-1.8,Wichita State,MVC,NCAA,,51,191,178,20,54,13,1,6,30,0,0,9,25,0.303,0.346,0.489,0.834,87,,3,0,1,1
Alec Bohm,2017,20,-0.8,Wichita State,MVC,NCAA,,58,265,233,44,71,13,2,11,40,5,0,29,31,0.305,0.385,0.519,0.904,121,,2,0,1,1
Alec Bohm,2018,21,0.1,Wichita State,Amer,NCAA,,57,266,224,57,76,14,1,16,55,9,3,39,28,0.339,0.436,0.625,1.061,140,,1,0,2,2
Nick Madrigal,2016,19,-1.6,Oregon State,P12,NCAA,,49,224,195,38,65,11,5,1,29,8,2,15,14,0.333,0.38,0.456,0.837,89,,1,11,2,0
Nick Madrigal,2017,20,-0.3,Oregon State,P12,NCAA,,60,282,237,53,90,20,2,4,40,16,4,27,16,0.38,0.449,0.532,0.981,126,,6,8,4,3
Nick Madrigal,2018,21,0.6,Oregon State,P12,NCAA,,42,201,180,41,66,9,4,3,34,15,1,16,7,0.367,0.428,0.511,0.939,92,,4,0,1,2
Jonathan India,2016,19,-1.6,Florida,SEC,NCAA,,67,264,234,43,71,16,2,4,40,13,5,22,43,0.303,0.367,0.44,0.808,103,,4,0,4,1
Jonathan India,2017,20,-0.7,Florida,SEC,NCAA,,59,251,212,38,58,15,0,6,34,13,0,23,42,0.274,0.354,0.429,0.783,91,,6,5,5,0
Jonathan India,2018,21,0.3,Florida,SEC,NCAA,,68,300,226,66,79,12,4,21,52,15,3,60,56,0.35,0.497,0.717,1.213,162,,10,0,4,5
Kyler Murray,2017,19,-1.7,Oklahoma,B12,NCAA,,27,64,49,16,6,0,0,0,6,12,1,13,20,0.122,0.317,0.122,0.44,6,,1,1,0,0
Kyler Murray,2018,20,-0.7,Oklahoma,B12,NCAA,,51,226,189,46,56,13,3,10,47,10,4,28,56,0.296,0.398,0.556,0.954,105,,6,0,3,0
Travis Swaggerty,2016,18,-2.7,South Alabama,SBC,NCAA,,59,269,218,47,66,12,1,4,27,20,11,42,49,0.303,0.431,0.422,0.853,92,,7,2,0,0
Travis Swaggerty,2017,19,-1.9,South Alabama,SBC,NCAA,,58,281,219,55,78,12,1,11,60,19,6,49,45,0.356,0.484,0.571,1.055,125,,8,2,3,3
Travis Swaggerty,2018,20,-1,South Alabama,SBC,NCAA,,57,277,213,57,63,10,0,13,38,9,5,54,38,0.296,0.455,0.526,0.981,112,,9,0,1,4
Trevor Larnach,2016,19,-1.6,Oregon State,P12,NCAA,,28,59,51,2,8,1,0,0,3,0,0,7,15,0.157,0.271,0.176,0.448,9,,1,0,0,0
Trevor Larnach,2017,20,-0.3,Oregon State,P12,NCAA,,60,248,198,32,60,16,0,3,48,2,1,39,53,0.303,0.421,0.429,0.85,85,,5,1,5,1
Trevor Larnach,2018,21,0.6,Oregon State,P12,NCAA,,68,315,256,72,89,19,1,19,77,4,2,50,66,0.348,0.463,0.652,1.116,167,,7,0,2,2
Nico Hoerner,2016,19,-1.6,Stanford,P12,NCAA,,53,236,209,28,53,8,2,0,24,1,2,13,29,0.254,0.298,0.311,0.609,65,,1,11,2,0
Nico Hoerner,2017,20,-0.3,Stanford,P12,NCAA,,58,275,251,43,77,18,2,1,33,2,1,15,22,0.307,0.357,0.406,0.763,102,,5,3,1,0
Nico Hoerner,2018,21,0.6,Stanford,P12,NCAA,,57,258,232,45,80,17,6,2,40,15,4,20,22,0.345,0.391,0.496,0.887,115,,1,0,5,4
Seth Beer,2016,19,-1.5,Clemson,ACC,NCAA,,62,284,203,57,75,13,0,18,70,1,0,62,27,0.369,0.535,0.7,1.235,142,,15,0,4,10
Seth Beer,2017,20,-0.6,Clemson,ACC,NCAA,,63,299,218,51,65,17,1,16,53,2,1,64,35,0.298,0.478,0.606,1.084,132,,14,0,3,17
Seth Beer,2018,21,0.5,Clemson,ACC,NCAA,,63,296,226,64,68,11,0,22,54,1,0,54,36,0.301,0.456,0.642,1.098,145,,13,0,3,7
Steele Walker,2016,19,-1.7,Oklahoma,B12,NCAA,,57,234,210,35,61,17,0,3,32,5,0,19,27,0.29,0.352,0.414,0.766,87,,2,1,2,0
Steele Walker,2017,20,-0.7,Oklahoma,B12,NCAA,,59,255,222,49,74,16,3,8,51,2,3,25,39,0.333,0.413,0.541,0.954,120,,6,1,1,4
Steele Walker,2018,21,0.3,Oklahoma,B12,NCAA,,54,254,216,48,76,14,1,13,53,7,3,31,48,0.352,0.441,0.606,1.047,131,,5,0,2,2
Greyson Jenista,2016,19,-1.8,Wichita State,MVC,NCAA,,57,210,172,36,56,8,1,5,32,2,2,31,27,0.326,0.431,0.471,0.902,81,,3,1,3,3
Greyson Jenista,2017,20,-0.8,Wichita State,MVC,NCAA,,58,272,228,45,73,14,1,9,41,6,5,32,46,0.32,0.413,0.509,0.921,116,,6,3,3,0
Greyson Jenista,2018,21,0.1,Wichita State,Amer,NCAA,,56,261,204,54,63,7,0,9,38,12,1,50,41,0.309,0.446,0.475,0.922,97,,3,1,3,1
Jameson Hannah,2016,18,-2.8,Dallas Baptist,MVC,NCAA,,53,216,188,40,63,7,2,4,37,11,5,20,39,0.335,0.409,0.457,0.867,86,,5,1,2,0
Jameson Hannah,2017,19,-1.8,Dallas Baptist,MVC,NCAA,,63,310,268,69,88,19,4,9,38,9,1,34,45,0.328,0.411,0.53,0.941,142,,5,1,2,1
Jameson Hannah,2018,20,-1.1,Dallas Baptist,MVC,NCAA,,59,297,251,65,91,24,3,6,48,9,1,39,39,0.363,0.451,0.554,1.005,139,,4,0,3,1
Griffin Conine,2016,18,-2.5,Duke,ACC,NCAA,,35,85,73,9,15,3,0,0,6,3,0,11,16,0.205,0.306,0.247,0.552,18,,0,0,1,0
Griffin Conine,2017,19,-1.6,Duke,ACC,NCAA,,58,268,218,52,65,11,2,13,56,9,0,41,45,0.298,0.425,0.546,0.971,119,,8,0,1,2
Griffin Conine,2018,20,-0.5,Duke,ACC,NCAA,,63,278,227,54,65,15,2,18,52,0,1,43,74,0.286,0.41,0.608,1.018,138,,6,0,2,4
Josh Stowers,2016,19,-1.5,Louisville,ACC,NCAA,,20,15,13,4,3,0,0,0,2,2,2,2,2,0.231,0.333,0.231,0.564,3,,0,0,0,0
Josh Stowers,2017,20,-0.6,Louisville,ACC,NCAA,,65,248,201,50,63,15,3,6,34,22,6,31,33,0.313,0.422,0.507,0.93,102,,9,4,3,0
Josh Stowers,2018,21,0.5,Louisville,ACC,NCAA,,62,290,220,72,74,14,4,9,60,36,7,52,37,0.336,0.477,0.559,1.036,123,,11,3,4,1
Tyler Frank,2016,19,-1.9,Florida Atlantic,CUSA,NCAA,,45,178,137,22,39,8,0,1,27,3,0,27,21,0.285,0.401,0.365,0.766,50,,3,6,5,0
Tyler Frank,2017,20,-1,Florida Atlantic,CUSA,NCAA,,57,289,235,54,79,15,0,11,43,6,4,41,29,0.336,0.448,0.54,0.988,127,,9,1,3,0
Tyler Frank,2018,21,0.1,Florida Atlantic,CUSA,NCAA,,63,307,247,70,74,20,1,13,35,4,2,52,36,0.3,0.436,0.547,0.983,135,,8,0,0,4
Kody Clemens,2016,20,-0.7,Texas,B12,NCAA,,57,247,215,32,52,10,3,5,28,4,1,16,44,0.242,0.306,0.386,0.692,83,,4,12,0,1
Kody Clemens,2017,21,0.3,Texas,B12,NCAA,,54,211,170,21,41,6,0,5,23,2,0,29,32,0.241,0.356,0.365,0.721,62,,3,6,3,1
Kody Clemens,2018,22,1.3,Texas,B12,NCAA,,65,296,248,58,87,15,3,24,72,5,3,41,50,0.351,0.444,0.726,1.169,180,,2,3,2,4
Carlos Cortes,2017,20,-0.7,South Carolina,SEC,NCAA,,50,194,168,27,48,9,1,12,41,5,2,22,27,0.286,0.368,0.565,0.933,95,,1,1,2,5
Carlos Cortes,2018,21,0.3,South Carolina,SEC,NCAA,,62,278,230,53,61,9,0,15,44,8,1,43,32,0.265,0.385,0.5,0.885,115,,3,0,2,1
Owen Miller,2016,19,-1.8,Illinois State,MVC,NCAA,,54,253,235,25,77,23,1,5,44,2,0,14,50,0.328,0.368,0.498,0.865,117,,2,0,2,0
Owen Miller,2017,20,-0.8,Illinois State,MVC,NCAA,,56,268,249,36,81,19,3,6,48,6,1,13,44,0.325,0.351,0.498,0.849,124,,0,0,6,4
Owen Miller,2018,21,-0.1,Illinois State,MVC,NCAA,,52,254,229,45,88,15,1,6,35,8,2,18,23,0.384,0.433,0.537,0.97,123,,4,0,3,0
Connor Kaiser,2016,19,-1.6,Vanderbilt,SEC,NCAA,,46,144,119,23,31,4,1,0,19,3,2,14,22,0.261,0.362,0.311,0.673,37,,6,3,2,0
Connor Kaiser,2017,20,-0.7,Vanderbilt,SEC,NCAA,,62,236,194,32,43,7,1,1,18,4,0,25,44,0.222,0.316,0.284,0.599,55,,3,11,3,0
Connor Kaiser,2018,21,0.3,Vanderbilt,SEC,NCAA,,59,263,222,46,65,14,1,6,46,12,2,31,52,0.293,0.389,0.446,0.835,99,,4,6,0,0
Tristan Pompey,2016,19,-1.6,Kentucky,SEC,NCAA,,49,178,150,25,35,8,1,7,29,2,0,20,48,0.233,0.328,0.44,0.768,66,,3,1,4,1
Tristan Pompey,2017,20,-0.7,Kentucky,SEC,NCAA,,66,320,266,70,96,18,0,10,45,9,4,46,56,0.361,0.464,0.541,1.005,144,,6,1,1,1
Tristan Pompey,2018,21,0.3,Kentucky,SEC,NCAA,,50,224,185,41,62,20,0,7,39,10,3,33,47,0.335,0.448,0.557,1.005,103,,5,1,0,1
Cal Raleigh,2016,19,-1.5,Florida State,ACC,NCAA,,63,280,229,45,69,16,1,10,50,1,1,42,46,0.301,0.412,0.511,0.923,117,,4,1,4,4
Cal Raleigh,2017,20,-0.6,Florida State,ACC,NCAA,,69,309,264,51,60,16,1,9,39,1,0,39,39,0.227,0.33,0.398,0.728,105,,3,0,3,0
Cal Raleigh,2018,21,0.5,Florida State,ACC,NCAA,,62,284,230,44,75,18,1,13,54,2,1,51,43,0.326,0.447,0.583,1.03,134,,1,0,2,0
Ford Proctor,2016,19,-1.9,Rice,CUSA,NCAA,,62,265,223,34,75,15,3,3,41,6,3,34,29,0.336,0.428,0.471,0.899,105,,4,1,3,2
Ford Proctor,2017,20,-1,Rice,CUSA,NCAA,,64,285,238,58,74,19,1,4,38,3,2,39,38,0.311,0.408,0.45,0.858,107,,3,1,4,1
Ford Proctor,2018,21,0.1,Rice,CUSA,NCAA,,59,281,237,41,82,14,1,8,45,2,2,37,46,0.346,0.431,0.515,0.945,122,,2,0,5,1
Kyle Isbel,2016,19,-1.4,Nevada-Las Vegas,MWC,NCAA,,56,255,232,38,74,10,8,1,28,7,2,17,42,0.319,0.376,0.444,0.82,103,,5,0,1,0
Kyle Isbel,2017,20,-0.8,Nevada-Las Vegas,MWC,NCAA,,55,259,231,42,67,12,3,6,26,5,4,18,39,0.29,0.349,0.446,0.795,103,,5,1,4,0
Kyle Isbel,2018,21,0.4,Nevada-Las Vegas,MWC,NCAA,,59,282,238,59,85,18,4,14,56,6,3,34,43,0.357,0.441,0.643,1.084,153,,4,3,3,4
Terrin Vavra,2016,19,-1.7,Minnesota,BTen,NCAA,,32,134,120,23,42,6,2,1,18,0,1,8,18,0.35,0.391,0.458,0.849,55,,0,6,0,0
Terrin Vavra,2017,20,-0.7,Minnesota,BTen,NCAA,,50,228,201,36,62,8,4,2,19,7,2,18,30,0.308,0.369,0.418,0.787,84,,3,3,3,0
Terrin Vavra,2018,21,0.2,Minnesota,BTen,NCAA,,58,267,223,55,86,13,4,10,59,8,1,30,22,0.386,0.455,0.614,1.069,137,,4,3,7,5
Jimmy Herron,2016,19,-1.5,Duke,ACC,NCAA,,57,250,207,35,67,22,1,0,22,24,4,29,25,0.324,0.418,0.44,0.857,91,,8,1,5,0
Jimmy Herron,2017,20,-0.6,Duke,ACC,NCAA,,58,273,230,53,75,17,1,5,39,17,7,29,34,0.326,0.412,0.474,0.886,109,,8,1,5,0
Jimmy Herron,2018,21,0.5,Duke,ACC,NCAA,,63,308,250,61,76,18,3,5,36,23,4,42,28,0.304,0.419,0.46,0.879,115,,11,0,5,1
Jeremy Peña,2016,18,-2.5,Maine,AEC,NCAA,,55,235,205,36,58,10,1,1,15,11,3,17,38,0.283,0.336,0.356,0.692,73,,1,9,3,0
Jeremy Peña,2017,19,-1.5,Maine,AEC,NCAA,,54,252,226,39,72,13,4,6,32,9,1,11,43,0.319,0.371,0.491,0.862,111,,9,4,2,1
Jeremy Peña,2018,20,-0.6,Maine,AEC,NCAA,,54,248,212,51,66,9,5,5,28,10,1,27,42,0.311,0.396,0.472,0.868,100,,4,3,2,0
Richie Palacios,2016,19,-1.7,Towson,CAA,NCAA,,54,261,224,55,74,6,5,6,38,32,9,29,22,0.33,0.415,0.482,0.898,108,,5,1,2,1
Richie Palacios,2017,20,-0.9,Towson,CAA,NCAA,,54,247,213,43,72,14,3,5,29,19,2,22,18,0.338,0.417,0.502,0.919,107,,9,0,3,2
Richie Palacios,2018,21,0,Towson,CAA,NCAA,,55,254,196,56,59,18,0,8,31,25,1,52,16,0.301,0.457,0.515,0.972,101,,5,0,1,5
Alfonso Rivas III,2016,19,-1.6,Arizona,P12,NCAA,,59,219,190,22,47,9,2,1,26,1,2,18,38,0.247,0.329,0.332,0.66,63,,6,3,2,0
Alfonso Rivas III,2017,20,-0.3,Arizona,P12,NCAA,,58,265,213,54,79,13,0,7,63,3,4,39,36,0.371,0.483,0.531,1.013,113,,9,2,2,1
Alfonso Rivas III,2018,21,0.6,Arizona,P12,NCAA,,56,266,225,48,77,15,3,7,52,5,0,28,38,0.342,0.425,0.529,0.954,119,,8,0,5,1
Nick Fortes,2016,19,-1.6,Mississippi,SEC,NCAA,,17,45,36,7,7,0,0,0,1,0,0,5,7,0.194,0.356,0.194,0.55,7,,4,0,0,0
Nick Fortes,2017,20,-0.7,Mississippi,SEC,NCAA,,44,159,138,18,44,8,0,5,32,0,0,12,15,0.319,0.382,0.486,0.867,67,,2,7,0,0
Nick Fortes,2018,21,0.3,Mississippi,SEC,NCAA,,65,292,235,56,75,12,1,11,49,14,6,46,25,0.319,0.435,0.519,0.954,122,,6,0,5,1
Grant Witherspoon,2016,19,-1.6,Tulane,Amer,NCAA,,59,253,211,33,57,6,2,3,25,5,3,33,40,0.27,0.373,0.36,0.734,76,,3,4,2,3
Grant Witherspoon,2017,20,-0.7,Tulane,Amer,NCAA,,56,252,224,48,67,10,1,5,36,10,4,23,41,0.299,0.373,0.42,0.793,94,,4,0,1,0
Grant Witherspoon,2018,21,0.1,Tulane,Amer,NCAA,,58,273,230,45,76,19,2,12,53,13,5,40,36,0.33,0.436,0.587,1.023,135,,3,0,0,3
Eric Cole,2016,19,-1.6,Arkansas,SEC,NCAA,,32,121,102,14,27,2,1,0,7,2,0,13,24,0.265,0.35,0.304,0.654,31,,1,4,1,0
