"bis_player_id","pick_round","pick_number","display_pick_number","round_pick_number","headshot_link","is_drafted","is_pass","year","school_name","person_id","person_full_name","person_link","person_first_name","person_last_name","person_primary_number","person_birth_date","person_current_age","person_birth_city","person_birth_state_province","person_birth_country","person_height","person_weight","person_active","person_use_name","person_use_last_name","person_middle_name","person_boxscore_name","person_nick_name","person_gender","person_is_player","person_is_verified","person_draft_year","person_mlb_debut_date","person_name_first_last","person_name_slug","person_first_last_name","person_last_first_name","person_last_init_name","person_init_last_name","person_full_fml_name","person_full_lfm_name","person_strike_zone_top","person_strike_zone_bottom","person_pronunciation","person_last_played_date","person_name_title","person_name_suffix","person_death_date","person_death_city","person_death_state_province","person_death_country","person_name_matrilineal","person_primary_position_code","person_primary_position_name","person_primary_position_type","person_primary_position_abbreviation","person_bat_side_code","person_bat_side_description","person_pitch_hand_code","person_pitch_hand_description","team_all_star_status","team_id","team_name","team_link","team_spring_league_id","team_spring_league_name","team_spring_league_link","team_spring_league_abbreviation","draft_type_code","draft_type_description","draft_year","rank","pick_value","signing_bonus","scouting_report","blurb","home_city","home_state","home_country","school_city","school_country","school_state","school_school_class"
383113,8,255,255,30,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/664133/headshot/draft/current",TRUE,FALSE,2015,"Houston",664133,"Kyle Survance Jr.","/api/v1/people/664133","Kyle","Survance",NA,"1993-12-06",32,"Houston","TX","USA","6' 1""",190,FALSE,"Kyle","Survance Jr.","Ray","Survance Jr",NA,"M",TRUE,TRUE,2015,NA,"Kyle Survance Jr.","kyle-survance-jr-664133","Kyle Survance Jr.","Survance Jr., Kyle","Survance Jr., K","K Survance","Kyle Ray Survance Jr.","Survance Jr., Kyle Ray",3.255,1.643,NA,NA,"Jr.","Jr.",NA,NA,NA,NA,NA,"9","Outfielder","Outfielder","RF","L","Left","R","Right","N",108,"Los Angeles Angels","/api/v1/teams/108",114,"Cactus League","/api/v1/league/114","CL","JR","Rule 4 / June Amateur Draft",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
765511,9,260,260,5,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/664774/headshot/draft/current",TRUE,FALSE,2015,"Maryland",664774,"LaMonte Wade Jr.","/api/v1/people/664774","LaMonte","Wade",30,"1994-01-01",32,"Baltimore","MD","USA","5' 11""",215,TRUE,"LaMonte","Wade Jr.","Aaron","Wade Jr.",NA,"M",TRUE,TRUE,2015,"2019-06-28","LaMonte Wade Jr.","lamonte-wade-jr-664774","LaMonte Wade Jr.","Wade Jr., LaMonte","Wade Jr., L","L Wade Jr.","LaMonte Aaron Wade Jr.","Wade Jr., LaMonte Aaron",3.3,1.49,"lah-MONT",NA,"Jr.","Jr.",NA,NA,NA,NA,NA,"3","First Base","Infielder","1B","L","Left","L","Left","N",142,"Minnesota Twins","/api/v1/teams/142",115,"Grapefruit League","/api/v1/league/115","GL","JR","Rule 4 / June Amateur Draft",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
760776,9,261,261,6,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/664844/headshot/draft/current",TRUE,FALSE,2015,"Memphis",664844,"Tucker Tubbs","/api/v1/people/664844","Tucker","Tubbs",NA,"1992-09-11",33,"Memphis","TN","USA","6' 3""",212,FALSE,"Tucker","Tubbs","Bond","Tubbs",NA,"M",TRUE,TRUE,2015,NA,"Tucker Tubbs","tucker-tubbs-664844","Tucker Tubbs","Tubbs, Tucker","Tubbs, T","T Tubbs","Tucker Bond Tubbs","Tubbs, Tucker Bond",3.344,1.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","First Base","Infielder","1B","R","Right","R","Right","N",111,"Boston Red Sox","/api/v1/teams/111",115,"Grapefruit League","/api/v1/league/115","GL","JR","Rule 4 / June Amateur Draft",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
390444,9,264,264,9,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/656635/headshot/draft/current",TRUE,FALSE,2015,"LSU",656635,"Mark Laird","/api/v1/people/656635","Mark","Laird",NA,"1993-03-29",32,"Monroe","LA","USA","6' 2""",180,FALSE,"Mark","Laird","Joseph","Laird",NA,"M",TRUE,TRUE,2015,NA,"Mark Laird","mark-laird-656635","Mark Laird","Laird, Mark","Laird, M","M Laird","Mark Joseph Laird","Laird, Mark Joseph",3.299,1.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","Outfielder","Outfielder","CF","L","Left","L","Left","N",143,"Philadelphia Phillies","/api/v1/teams/143",115,"Grapefruit League","/api/v1/league/115","GL","JR","Rule 4 / June Amateur Draft",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
390923,9,268,268,13,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/641507/headshot/draft/current",TRUE,FALSE,2015,"Florida State",641507,"Daniel De La Calle","/api/v1/people/641507","Daniel","De La Calle",NA,"1992-09-18",33,"Holguin",NA,"Cuba","6' 3""",220,FALSE,"Danny","De La Calle","Alejandro","De La Calle",NA,"M",TRUE,TRUE,2015,NA,"Daniel De La Calle","daniel-de-la-calle-641507","Daniel De La Calle","De La Calle, Daniel","De La Calle, D","D De La Calle","Daniel Alejandro De La Calle","De La Calle, Daniel Alejandro",3.344,1.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Catcher","Catcher","C","R","Right","R","Right","N",139,"Tampa Bay Rays","/api/v1/teams/139",115,"Grapefruit League","/api/v1/league/115","GL","JR","Rule 4 / June Amateur Draft",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
399121,9,269,269,14,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/664842/headshot/draft/current",TRUE,FALSE,2015,"Evansville",664842,"Kevin Kaczmarski","/api/v1/people/664842","Kevin","Kaczmarski",NA,"1991-12-31",34,"Cary","IL","USA","6' 0""",192,FALSE,"Kevin","Kaczmarski",NA,"Kaczmarski",NA,"M",TRUE,TRUE,2015,"2018-06-24","Kevin Kaczmarski","kevin-kaczmarski-664842","Kevin Kaczmarski","Kaczmarski, Kevin","Kaczmarski, K","K Kaczmarski","Kevin Kaczmarski","Kaczmarski, Kevin",3.21,1.62,NA,"2018-07-09",NA,NA,NA,NA,NA,NA,NA,"9","Outfielder","Outfielder","RF","L","Left","R","Right","N",121,"New York Mets","/api/v1/teams/121",115,"Grapefruit League","/api/v1/league/115","GL","JR","Rule 4 / June Amateur Draft",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
765510,9,272,272,17,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/664768/headshot/draft/current",TRUE,FALSE,2015,"Canisius",664768,"Connor Panas","/api/v1/people/664768","Connor","Panas",NA,"1993-02-11",33,"Toronto","ON","Canada","6' 0""",218,TRUE,"Connor","Panas","Andrew","Panas",NA,"M",TRUE,TRUE,2015,NA,"Connor Panas","connor-panas-664768","Connor Panas","Panas, Connor","Panas, C","C Panas","Connor Andrew Panas","Panas, Connor Andrew",3.21,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7","Outfielder","Outfielder","LF","L","Left","R","Right","N",141,"Toronto Blue Jays","/api/v1/teams/141",115,"Grapefruit League","/api/v1/league/115","GL","JR","Rule 4 / June Amateur Draft",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368247,9,273,273,18,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/607607/headshot/draft/current",TRUE,FALSE,2015,"Michigan State",607607,"Ryan Krill","/api/v1/people/607607","Ryan","Krill",NA,"1993-03-17",32,"Kalamazoo","MI","USA","6' 4""",205,FALSE,"Ryan","Krill","Joseph","Krill",NA,"M",TRUE,TRUE,2015,NA,"Ryan Krill","ryan-krill-607607","Ryan Krill","Krill, Ryan","Krill, R","R Krill","Ryan Joseph Krill","Krill, Ryan Joseph",3.388,1.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","First Base","Infielder","1B","L","Left","R","Right","N",147,"New York Yankees","/api/v1/teams/147",115,"Grapefruit League","/api/v1/league/115","GL","JR","Rule 4 / June Amateur Draft",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379933,9,275,275,20,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/613571/headshot/draft/current",TRUE,FALSE,2015,"LSU",613571,"Conner Hale","/api/v1/people/613571","Conner","Hale",NA,"1992-10-10",33,"Clearwater","FL","USA","6' 1""",190,FALSE,"Conner","Hale","Joseph","Hale",NA,"M",TRUE,TRUE,2015,NA,"Conner Hale","conner-hale-613571","Conner Hale","Hale, Conner","Hale, C","C Hale","Conner Joseph Hale","Hale, Conner Joseph",3.255,1.643,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","Third Base","Infielder","3B","R","Right","R","Right","N",136,"Seattle Mariners","/api/v1/teams/136",114,"Cactus League","/api/v1/league/114","CL","JR","Rule 4 / June Amateur Draft",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368736,9,284,284,29,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/607596/headshot/draft/current",TRUE,FALSE,2015,"Illinois",607596,"David Kerian","/api/v1/people/607596","David","Kerian",NA,"1993-02-09",33,"Dakota Dunes","SD","USA","6' 3""",200,FALSE,"David","Kerian","M.","Kerian",NA,"M",TRUE,TRUE,2015,NA,"David Kerian","david-kerian-607596","David Kerian","Kerian, David","Kerian, D","D Kerian","David M. Kerian","Kerian, David M.",3.344,1.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","First Base","Infielder","1B","S","Switch","R","Right","N",120,"Washington Nationals","/api/v1/teams/120",115,"Grapefruit League","/api/v1/league/115","GL","JR","Rule 4 / June Amateur Draft",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383341,9,285,285,30,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/664837/headshot/draft/current",TRUE,FALSE,2015,"Nebraska",664837,"Tanner Lubach","/api/v1/people/664837","Tanner","Lubach",NA,"1992-11-21",33,"Lincoln","NE","USA","6' 0""",190,FALSE,"Tanner","Lubach",NA,"Lubach",NA,"M",TRUE,TRUE,2015,NA,"Tanner Lubach","tanner-lubach-664837","Tanner Lubach","Lubach, Tanner","Lubach, T","T Lubach","Tanner Lubach","Lubach, Tanner",3.21,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Catcher","Catcher","C","R","Right","R","Right","N",108,"Los Angeles Angels","/api/v1/teams/108",114,"Cactus League","/api/v1/league/114","CL","JR","Rule 4 / June Amateur Draft",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
382204,10,286,286,1,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/664836/headshot/draft/current",TRUE,FALSE,2015,"UNLV",664836,"Joey Armstrong","/api/v1/people/664836","Joey","Armstrong",NA,"1993-08-20",32,"Woodbridge","CA","USA","6' 0""",200,FALSE,"Joey","Armstrong","Mark","Armstrong",NA,"M",TRUE,TRUE,2015,NA,"Joey Armstrong","joey-armstrong-664836","Joey Armstrong","Armstrong, Joey","Armstrong, J","J Armstrong","Joey Mark Armstrong","Armstrong, Joey Mark",3.21,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","Outfielder","Outfielder","RF","R","Right","R","Right","N",109,"Arizona Diamondbacks","/api/v1/teams/109",114,"Cactus League","/api/v1/league/114","CL","JR","Rule 4 / June Amateur Draft",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370322,10,288,288,3,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/621554/headshot/draft/current",TRUE,FALSE,2015,"Rice",621554,"Leon Byrd","/api/v1/people/621554","Leon","Byrd",NA,"1994-02-27",31,"Cypress","TX","USA","5' 7""",192,FALSE,"Leon","Byrd Jr.","Andre","Byrd",NA,"M",TRUE,TRUE,2015,NA,"Leon Byrd","leon-byrd-621554","Leon Byrd","Byrd, Leon","Byrd Jr., L","L Byrd","Leon Andre Byrd Jr.","Byrd Jr., Leon Andre",2.987,1.508,NA,NA,"Jr.","Jr.",NA,NA,NA,NA,NA,"4","Second Base","Infielder","2B","S","Switch","R","Right","N",140,"Texas Rangers","/api/v1/teams/140",114,"Cactus League","/api/v1/league/114","CL","JR","Rule 4 / June Amateur Draft",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401600,10,290,290,5,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/664014/headshot/draft/current",TRUE,FALSE,2015,"South Carolina - Aiken",664014,"Sean Miller","/api/v1/people/664014","Sean","Miller",NA,"1994-10-10",31,"Crofton","MD","USA","5' 11""",175,TRUE,"Sean","Miller","Patrick","Miller",NA,"M",TRUE,TRUE,2015,NA,"Sean Miller","sean-miller-664014","Sean Miller","Miller, Sean","Miller, S","S Miller","Sean Patrick Miller","Miller, Sean Patrick",3.165,1.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","Shortstop","Infielder","SS","R","Right","R","Right","N",142,"Minnesota Twins","/api/v1/teams/142",115,"Grapefruit League","/api/v1/league/115","GL","JR","Rule 4 / June Amateur Draft",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750827,10,291,291,6,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/664834/headshot/draft/current",TRUE,FALSE,2015,"Gonzaga",664834,"Mitchell Gunsolus","/api/v1/people/664834","Mitchell","Gunsolus",NA,"1993-01-23",33,"Seattle","WA","USA","6' 0""",200,FALSE,"Mitchell","Gunsolus","Johnson","Gunsolus",NA,"M",TRUE,TRUE,2015,NA,"Mitchell Gunsolus","mitchell-gunsolus-664834","Mitchell Gunsolus","Gunsolus, Mitchell","Gunsolus, M","M Gunsolus","Mitchell Johnson Gunsolus","Gunsolus, Mitchell Johnson",3.21,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","Third Base","Infielder","3B","L","Left","R","Right","N",111,"Boston Red Sox","/api/v1/teams/111",115,"Grapefruit League","/api/v1/league/115","GL","JR","Rule 4 / June Amateur Draft",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750057,10,292,292,7,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/664833/headshot/draft/current",TRUE,FALSE,2015,"Michigan",664833,"Jackson Glines","/api/v1/people/664833","Jackson","Glines",NA,"1992-04-13",33,"Fresno","CA","USA","6' 0""",205,FALSE,"Jackson","Glines",NA,"Glines",NA,"M",TRUE,TRUE,2015,NA,"Jackson Glines","jackson-glines-664833","Jackson Glines","Glines, Jackson","Glines, J","J Glines","Jackson Glines","Glines, Jackson",3.21,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","Outfielder","Outfielder","CF","L","Left","L","Left","N",145,"Chicago White Sox","/api/v1/teams/145",114,"Cactus League","/api/v1/league/114","CL","JR","Rule 4 / June Amateur Draft",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365415,10,293,293,8,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/605353/headshot/draft/current",TRUE,FALSE,2015,"VCU",605353,"Vimael Machín","/api/v1/people/605353","Vimael","Machín",65,"1993-09-25",32,"Humacao",NA,"Puerto Rico","5' 10""",185,TRUE,"Vimael","Machín",NA,"Machín",NA,"M",TRUE,TRUE,2015,"2020-07-26","Vimael Machín","vimael-machin-605353","Vimael Machín","Machín, Vimael","Machín, V","V Machín","Vimael Machín","Machín, Vimael",3.19,1.61,"vee-mah-EL mah-CHEEN",NA,NA,NA,NA,NA,NA,NA,"Soto","6","Shortstop","Infielder","SS","L","Left","R","Right","N",112,"Chicago Cubs","/api/v1/teams/112",114,"Cactus League","/api/v1/league/114","CL","JR","Rule 4 / June Amateur Draft",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
363448,10,294,294,9,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/596122/headshot/draft/current",TRUE,FALSE,2015,"Florida",596122,"Josh Tobias","/api/v1/people/596122","Joshua","Tobias",11,"1992-11-23",33,"Greensboro","NC","USA","5' 9""",195,TRUE,"Josh","Tobias","Henry James","Tobias",NA,"M",TRUE,TRUE,2015,NA,"Josh Tobias","josh-tobias-596122","Josh Tobias","Tobias, Josh","Tobias, J","J Tobias","Joshua Henry James Tobias","Tobias, Joshua Henry James",3.076,1.553,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","Third Base","Infielder","3B","S","Switch","R","Right","N",143,"Philadelphia Phillies","/api/v1/teams/143",115,"Grapefruit League","/api/v1/league/115","GL","JR","Rule 4 / June Amateur Draft",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
765735,10,297,297,12,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/664778/headshot/draft/current",TRUE,FALSE,2015,"Lehigh",664778,"Justin Pacchioli","/api/v1/people/664778","Justin","Pacchioli",NA,"1992-09-28",33,"Allentown","PA","USA","6' 2""",190,FALSE,"Justin","Pacchioli","Michael","Pacchioli",NA,"M",TRUE,TRUE,2015,NA,"Justin Pacchioli","justin-pacchioli-664778","Justin Pacchioli","Pacchioli, Justin","Pacchioli, J","J Pacchioli","Justin Michael Pacchioli","Pacchioli, Justin Michael",3.299,1.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O","Outfield","Outfielder","OF","R","Right","R","Right","N",135,"San Diego Padres","/api/v1/teams/135",114,"Cactus League","/api/v1/league/114","CL","JR","Rule 4 / June Amateur Draft",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
368434,10,308,308,23,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/596066/headshot/draft/current",TRUE,FALSE,2015,"San Diego State",596066,"Steven Pallares","/api/v1/people/596066","Steven","Pallares",NA,"1993-04-26",32,"Fountain Valley","CA","USA","6' 2""",185,FALSE,"Steven","Pallares","Andrew","Pallares",NA,"M",TRUE,TRUE,2015,NA,"Steven Pallares","steven-pallares-596066","Steven Pallares","Pallares, Steven","Pallares, S","S Pallares","Steven Andrew Pallares","Pallares, Steven Andrew",3.299,1.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","Outfielder","Outfielder","CF","R","Right","R","Right","N",133,"Athletics","/api/v1/teams/133",114,"Cactus League","/api/v1/league/114","CL","JR","Rule 4 / June Amateur Draft",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
760875,10,310,310,25,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/664828/headshot/draft/current",TRUE,FALSE,2015,"Northern Kentucky",664828,"Cole Bauml","/api/v1/people/664828","Cole","Bauml",NA,"1992-11-02",33,"Humboldt","SK","Canada","6' 3""",205,FALSE,"Cole","Bauml","David","Bauml",NA,"M",TRUE,TRUE,2015,NA,"Cole Bauml","cole-bauml-664828","Cole Bauml","Bauml, Cole","Bauml, C","C Bauml","Cole David Bauml","Bauml, Cole David",3.344,1.688,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9","Outfielder","Outfielder","RF","L","Left","R","Right","N",116,"Detroit Tigers","/api/v1/teams/116",115,"Grapefruit League","/api/v1/league/115","GL","JR","Rule 4 / June Amateur Draft",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
760793,10,312,312,27,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/664860/headshot/draft/current",TRUE,FALSE,2015,"Texas - Pan American",664860,"Logan Landon","/api/v1/people/664860","Logan","Landon",NA,"1993-02-17",33,"Lansing","MI","USA","6' 2""",180,FALSE,"Logan","Landon",NA,"Landon",NA,"M",TRUE,FALSE,2015,NA,"Logan Landon","logan-landon-664860","Logan Landon","Landon, Logan","Landon, L","L Landon","Logan Landon","Landon, Logan",3.299,1.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","Outfielder","Outfielder","CF","R","Right","R","Right","N",119,"Los Angeles Dodgers","/api/v1/teams/119",114,"Cactus League","/api/v1/league/114","CL","JR","Rule 4 / June Amateur Draft",2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
766403,1,2,2,2,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/669222/headshot/draft/current",TRUE,FALSE,2016,"Tennessee",669222,"Nick Senzel","/api/v1/people/669222","Nicholas","Senzel",15,"1995-06-29",30,"Atlanta","GA","USA","6' 1""",217,TRUE,"Nick","Senzel","Peter","Senzel","Lil Senz","M",TRUE,FALSE,2016,"2019-05-03","Nick Senzel","nick-senzel-669222","Nick Senzel","Senzel, Nick","Senzel, N","N Senzel","Nicholas Peter Senzel","Senzel, Nicholas Peter",3.22,1.52,"sen-ZELL",NA,NA,NA,NA,NA,NA,NA,NA,"5","Third Base","Infielder","3B","R","Right","R","Right","N",113,"Cincinnati Reds","/api/v1/teams/113",114,"Cactus League","/api/v1/league/114","CL","JR","Rule 4 / June Amateur Draft",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370278,1,5,5,5,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/641999/headshot/draft/current",TRUE,FALSE,2016,"Louisville",641999,"Corey Ray","/api/v1/people/641999","Corey","Ray",3,"1994-09-22",31,"Chicago","IL","USA","6' 0""",196,TRUE,"Corey","Ray","Donte","Ray",NA,"M",TRUE,TRUE,2016,"2021-04-24","Corey Ray","corey-ray-641999","Corey Ray","Ray, Corey","Ray, C","C Ray","Corey Donte Ray","Ray, Corey Donte",3.21,1.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8","Outfielder","Outfielder","CF","L","Left","L","Left","N",158,"Milwaukee Brewers","/api/v1/teams/158",114,"Cactus League","/api/v1/league/114","CL","JR","Rule 4 / June Amateur Draft",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384958,1,11,11,11,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/641786/headshot/draft/current",TRUE,FALSE,2016,"Mercer",641786,"Kyle Lewis","/api/v1/people/641786","Kyle","Lewis",1,"1995-07-13",30,"Snellville","GA","USA","6' 4""",222,TRUE,"Kyle","Lewis","Alexander","Lewis",NA,"M",TRUE,TRUE,2016,"2019-09-10","Kyle Lewis","kyle-lewis-641786","Kyle Lewis","Lewis, Kyle","Lewis, K","K Lewis","Kyle Alexander Lewis","Lewis, Kyle Alexander",3.39,1.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O","Outfield","Outfielder","OF","R","Right","R","Right","N",136,"Seattle Mariners","/api/v1/teams/136",114,"Cactus League","/api/v1/league/114","CL","JR","Rule 4 / June Amateur Draft",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384756,1,16,16,16,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/642136/headshot/draft/current",TRUE,FALSE,2016,"Virginia",642136,"Matt Thaiss","/api/v1/people/642136","Matthew","Thaiss",25,"1995-05-06",30,"Jackson","NJ","USA","5' 11""",215,TRUE,"Matt","Thaiss","Kevin","Thaiss","Matty","M",TRUE,FALSE,2016,"2019-07-03","Matt Thaiss","matt-thaiss-642136","Matt Thaiss","Thaiss, Matt","Thaiss, M","M Thaiss","Matthew Kevin Thaiss","Thaiss, Matthew Kevin",3.32,1.52,"THICE",NA,NA,NA,NA,NA,NA,NA,NA,"2","Catcher","Catcher","C","L","Left","R","Right","N",108,"Los Angeles Angels","/api/v1/teams/108",114,"Cactus League","/api/v1/league/114","CL","JR","Rule 4 / June Amateur Draft",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
397475,1,22,22,22,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/643269/headshot/draft/current",TRUE,FALSE,2016,"Wake Forest",643269,"Will Craig","/api/v1/people/643269","William","Craig",NA,"1994-11-16",31,"Johnson City","TN","USA","6' 3""",235,FALSE,"Will","Craig","Isaac","Craig",NA,"M",TRUE,FALSE,2016,"2020-08-27","Will Craig","will-craig-643269","Will Craig","Craig, Will","Craig, W","W Craig","William Isaac Craig","Craig, William Isaac",3.51,1.63,NA,"2021-06-01",NA,NA,NA,NA,NA,NA,NA,"5","Third Base","Infielder","3B","R","Right","R","Right","N",134,"Pittsburgh Pirates","/api/v1/teams/134",115,"Grapefruit League","/api/v1/league/115","GL","JR","Rule 4 / June Amateur Draft",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
766923,1,32,32,32,"https://img.mlbstatic.com/mlb-photos/image/upload/d_people:generic:headshot:silo:current.png/w_120,q_auto:best/v1/people/669257/headshot/draft/current",TRUE,FALSE,2016,"Louisville",669257,"Will Smith","/api/v1/people/669257","William","Smith",16,"1995-03-28",30,"Louisville","KY","USA","5' 10""",195,TRUE,"Will","Smith","Dills","Smith, W","Smitty","M",TRUE,FALSE,2016,"2019-05-28","Will Smith","will-smith-669257","Will Smith","Smith, Will","Smith, W","W Smith","William Dills Smith","Smith, William Dills",3.37,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","Catcher","Catcher","C","R","Right","R","Right","N",119,"Los Angeles Dodgers","/api/v1/teams/119",114,"Cactus League","/api/v1/league/114","CL","JR","Rule 4 / June Amateur Draft",2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
